_id,status
app.LomasGym.fitcoapp.net,FAIL(3221226091)
com.trainerize.witfit,FAIL(3221226091)
digifit.android.virtuagym.pro.millenniumsports,FAIL(3221226091)
clubwise.com.fitsense,FAIL(3221226091)
com.netpulse.mobile.greenfit,FAIL(3221226091)
fitflex.workout.fitness.weight.gym.fat.training,FAIL(3221226091)
com.netpulse.mobile.maxxfitnessclubzz,FAIL(3221226091)
com.netpulse.mobile.uniquefit,FAIL(3221226091)
com.taskoob.fitHer.android,FAIL(3221226091)
rs.fastfit.app,FAIL(3221226091)
com.cavosmart.wofit,FAIL(3221226091)
com.netpulse.mobile.fitnessforten,FAIL(3221226091)
sweatybetty.com.fitness.app,FAIL(3221226091)
com.netpulse.mobile.fitzonedelutte,FAIL(3221226091)
com.netpulse.mobile.stevenashfitnessworldsportsclub,FAIL(3221226091)
app.MOVE.fitcoapp.net,FAIL(3221226091)
digifit.virtuagym.client.android,FAIL(3221226091)
com.netpulse.mobile.tenfitness,FAIL(3221226091)
com.hainofit.health,FAIL(3221226091)
com.WahooFitness.SYSTM,FAIL(3221226091)
com.innovatise.justfit,FAIL(3221226091)
app.mfit.personal,FAIL(3221226091)
com.mobifitness.nsfit104363,FAIL(3221226091)
com.ramonmorcillo.fitbot01,FAIL(3221226091)
com.forfit.mymediterranean,FAIL(3221226091)
com.netpulse.mobile.dallascowboysfitness,FAIL(3221226091)
com.justfit.ymove.affitlife,FAIL(3221226091)
home.fitness.challenge,FAIL(3221226091)
fit.remotecoach.fitin,FAIL(3221226091)
com.johnsonfitness.fitdisplay2,FAIL(3221226091)
com.squats.fittr,FAIL(3221226091)
digifit.android.virtuagym.pro.ymcapeninsulademo,FAIL(3221226091)
app.f4square.fitness,FAIL(3221226091)
ie.zappy.fennec.barbellqueenfitness,FAIL(3221226091)
digifit.android.virtuagym.pro.levelupgym,FAIL(3221226091)
digifit.android.virtuagym.pro.sparksport22,FAIL(3221226091)
app.fit.meet,FAIL(3221226091)
com.trainerize.fitlov,FAIL(3221226091)
digifit.android.virtuagym.pro.fisic,FAIL(3221226091)
digifit.android.virtuagym.pro.bigbootyclub,FAIL(3221226091)
com.crrepa.band.havefit,FAIL(3221226091)
com.netpulse.mobile.morefitness,FAIL(3221226091)
digifit.android.virtuagym.pro.californiagymsuperclub,FAIL(3221226091)
appnativo.navysportcenter.fitcoapp.net,FAIL(3221226091)
com.mc.amazfit1,FAIL(3221226091)
com.mypthub.colourfit,FAIL(3221226091)
com.pubu.dafit,FAIL(3221226091)
com.trainerize.dashfitness,FAIL(3221226091)
com.independence284.badassbodyfitnessx,FAIL(3221226091)
com.hitec.fitness,FAIL(3221226091)
eu.fitric.pregnancyworkout,FAIL(3221226091)
uk.co.fitness4less.app,FAIL(3221226091)
com.hadestech.fitday,FAIL(3221226091)
com.trainerize.fitness19bergenfield,FAIL(3221226091)
com.zewa.fit.pro,FAIL(3221226091)
com.dotfit.dotfitweb,FAIL(3221226091)
com.inova.kea.inovafit,FAIL(3221226091)
com.gymshark.fitness,FAIL(3221226091)
fit.mude.app,FAIL(3221226091)
fit.cure.android,FAIL(3221226091)
com.netpulse.mobile.fitnessproject,FAIL(3221226091)
digifit.android.virtuagym.pro.leisureunitedsuperclub,FAIL(3221226091)
digifit.android.virtuagym.pro.everlast,FAIL(3221226091)
digifit.android.virtuagym.pro.yababethfit,FAIL(3221226091)
rs.abstract.fitpass,FAIL(3221226091)
com.cognifit.app,FAIL(3221226091)
com.vulsen.popfit,FAIL(3221226091)
digifit.android.virtuagym.pro.strongfitnesswinfield,FAIL(3221226091)
digifit.android.virtuagym.pro.healthyvitabybv,FAIL(3221226091)
com.netpulse.mobile.bodyplexfamilyfitness,FAIL(3221226091)
com.onefitstop.atora,FAIL(3221226091)
com.trainerize.yetifit,FAIL(3221226091)
app.EnForma.fitcoapp.net,FAIL(3221226091)
com.fitnow.challenges,FAIL(3221226091)
com.fitifyapps.bwstretching,FAIL(3221226091)
com.mattdoesfitness.morsia,FAIL(3221226091)
fit.hplus.hplusfit,FAIL(3221226091)
com.future.FitYou,FAIL(3221226091)
com.fitlog.fitlog,FAIL(3221226091)
verv.health.fitness.workout.weight.loss,FAIL(3221226091)
com.fitplanapp.fitplan,FAIL(3221226091)
com.mobifitness.bettadance342273,FAIL(3221226091)
com.qingniu.megafit,FAIL(3221226091)
eu.fitric.hourglass,FAIL(3221226091)
com.vivefit,FAIL(3221226091)
digifit.android.virtuagym.pro.puurpersonaltraining,FAIL(3221226091)
club.nfit,FAIL(3221226091)
com.trainerize.idahofitnessfactory,FAIL(3221226091)
com.mysports.branded.mcfit,FAIL(3221226091)
com.btfit,FAIL(3221226091)
com.perfectgym.perfectgymgo2.wellfitness,FAIL(3221226091)
com.eztech.fitness,FAIL(3221226091)
com.fitzeee.menworkout,FAIL(3221226091)
br.com.personalfitapp,FAIL(3221226091)
es.dreamfit.app,FAIL(3221226091)
com.vgfit.shefit,FAIL(3221226091)
com.itrack.xfit,FAIL(3221226091)
rebel.fitness,FAIL(3221226091)
de.fitplusint,FAIL(3221226091)
com.bejaofit.app,FAIL(3221226091)
com.chloeting.fitness,FAIL(3221226091)
com.app.cy.GsFiten,FAIL(3221226091)
com.perfectgym.perfectgymgo2.fitness247latinamerica,FAIL(3221226091)
br.com.w12.heyfit,OK
fitness.ddx.ddx_fitness,OK
tarlin.fitness.loseweight.belly.fem,OK
pl.fit.world,OK
com.techbull.fitolympia,OK
com.vgfit.gofitness,OK
com.fitnesses.fitticoin,OK
com.fiteniummobile,OK
com.tony.hifitpro,OK
com.marsathletic.android.macfit.app,OK
com.nordlane.app_fitclubfinland_fi,OK
com.joshua.hasfit,OK
com.fitifyworkouts.bodyweight.workoutapp,OK
com.megasys.profit,FAIL(3221225786)
br.com.w12.redfit,OK
com.kompanion.fitness.android,OK
club.skllzz.fitness,OK
com.fitnessapps.yogakidsworkouts,OK
com.onefitstop.bodyfittraining,OK
com.workout.fitness.exercise.loseweight.gymworkout,OK
com.fitnessmobileapps.f45training,OK
com.steppi.steppifitness,OK
br.com.fitastic.appaluno,OK
com.brooklynfitzone.app,OK
com.anytimefitness.anytimeworkouts,OK
com.myfitnesscoach,OK
com.fitnesspassport.androidapp,OK
com.fitze,OK
com.fitzeee.fitzeeerun,OK
com.innovatise.fitnesstimeleejam,OK
com.yomaster.workout.fitness.yoga.yogaworkout,OK
com.actofitSmartScale,OK
com.fitnessanny,OK
fitness.app.women.female.workout,OK
com.bpfit.bloodpressure.health,OK
org.fitrunner,OK
com.womenfitness.workoutbuddy.mea,OK
fit.trainiac.android.client,OK
scope.fitnessfirstmena,OK
fit.ketoindia.ketoindia,OK
com.yc.gtfit,OK
pedometer.stepcounter.fitnessapp.stepstracker,OK
rs.nonstopfitness,OK
me.cofit.ironman,OK
com.growfitter.fitkit,OK
com.mga.fitty,OK
com.onelap.fitness,OK
com.noisefit.focus,OK
com.fitwhey.app,OK
de.upmcmobile.fitnessraum,OK
com.earthjumper.myhomefit,OK
com.huawo.hawofit,OK
com.mcsaatchi.gmfit,OK
com.evolutionwellness.app.celebrityfitness,OK
com.fitness.homeworkout.fullbodyworkout.gymworkout,OK
com.fitonomy.health.fitness,OK
com.apep.fitapp,OK
br.com.mufitness.station.aluno,OK
com.dailyyoga.fitness.workout,OK
com.fitness.stepcounter.pedometer,OK
com.evolutionwellness.app.fitnessfirst,FAIL(3221225786)
com.qualitrain.fitness,OK
fit.cult.android,OK
com.rootberz.thirtydayfitchallenges,OK
com.fitapp.timerwodapp,FAIL(3221225786)
com.huawo.ufit,OK
jp.joyfit.joyfitappandroid,OK
com.zsmart.zmoofit,OK
fit.withu.flutter.withu,OK
com.healthfitnessnordic.gxbooking,OK
com.fitelo.android,OK
com.riversongfit.epoch,OK
com.zelpasfitnesswraps.getabiggerbootyin7minutesbuttocksworkoutathome,OK
senior.fitness.exercises.elderly,OK
com.cs.booty.fit.buttocks.workout,OK
com.sai.fitIndia,OK
com.aukey.fit.pro,OK
homeworkoutapp.homeworkout.fitness.workout.loseweight,OK
com.shapehq.fitnessworld,FAIL(3221225786)
today.upfit,OK
com.proyecto.easyfitmx,OK
com.proyecto.fit.tgcustom,OK
com.proyecto.fitup.tgcustom,OK
net.peater.fitlovers,FAIL(3221225786)
com.proyecto.beonefitnesssport.tgcustom,OK
com.health.bloodsugar.healthly.fit,OK
com.madarsoft.fitness,OK
com.fitnessmobileapps.orangetheoryfitness,OK
com.jawline.exercises.fitness,FAIL(3221225786)
com.maitu.maitufit,OK
it.tripix.buddyfit,OK
br.com.w12.skyfitapp,OK
com.netpulse.mobile.cleverfiteu,OK
com.alex.crockfit,OK
org.eson.getfit3,OK
com.alphapod.fitsifu.jordanyeoh,OK
com.lifetrons.lifetrons.app.fitness,OK
com.fittech.fasting.tracker,OK
kr.co.everyfit.fitness,OK
com.zeofit.like,OK
com.fitness.mybodymass.bmicalculator,OK
com.transformfitness,OK
com.body.fitness.gymworkout.hiit.bodybuilding.mobile.trainer,OK
com.fitness24seven.app,OK
com.reset.reset_fitness,OK
de.myfitcoach.tim.mfc,OK
com.canyon.fit,OK
homeworkout.fitness.app,OK
it.evolutionfit.evolutionfit.club,OK
com.user.livefitt,OK
com.fitmind,OK
fitness.fitprosport,OK
com.yc.gloryfitpro,OK
com.zjw.xwfit,OK
com.step.walking.fit,OK
com.lianhezhuli.hyfit,OK
com.fitworkout.lossweight.homeworkout.fitnessapp,OK
com.women.work.out.fit,OK
com.jp.fitness.biceps.exrcise,OK
com.o2fitt,OK
com.fitness.hiit.fat.burning.workout.jian032aplus,FAIL(3221225786)
com.workout.women.hiit.female.fitness.jian062lite,OK
com.fitlab.spartan,OK
com.airofit_app,OK
com.undersunfitness,OK
com.cizotech.fit2flaunt,OK
com.mycloudfitness.mycloudfitness,OK
com.evlofitness,OK
com.kannergroup.fitnessculture,OK
com.highfitnesslive,OK
com.fitness22.meditation,OK
kr.fitt.fmes,OK
com.fixfit_fitness.twa,OK
com.arketa.jamiegfitness,OK
com.trainerize.grindafitness,OK
com.pushpress.punchkingfitnesssunset,OK
com.trainerize.outlawfitcamp,OK
com.groupnos.openfitapp,OK
com.marianatek.cbfit,OK
com.fitnessmobileapps.elevate35253,OK
com.trainerize.ufit12,OK
com.huaweiband9fitnessappadvice.kantundev,OK
