_id,status
app.LomasGym.fitcoapp.net,FAIL(3221226091)
com.trainerize.witfit,FAIL(3221226091)
digifit.android.virtuagym.pro.millenniumsports,FAIL(3221226091)
clubwise.com.fitsense,FAIL(3221226091)
com.netpulse.mobile.greenfit,FAIL(3221226091)
fitflex.workout.fitness.weight.gym.fat.training,FAIL(3221226091)
com.netpulse.mobile.maxxfitnessclubzz,FAIL(3221226091)
com.netpulse.mobile.uniquefit,FAIL(3221226091)
com.taskoob.fitHer.android,FAIL(3221226091)
rs.fastfit.app,FAIL(3221226091)
com.cavosmart.wofit,FAIL(3221226091)
com.netpulse.mobile.fitnessforten,FAIL(3221226091)
sweatybetty.com.fitness.app,FAIL(3221226091)
com.netpulse.mobile.fitzonedelutte,FAIL(3221226091)
com.netpulse.mobile.stevenashfitnessworldsportsclub,FAIL(3221226091)
app.MOVE.fitcoapp.net,FAIL(3221226091)
digifit.virtuagym.client.android,FAIL(3221226091)
com.netpulse.mobile.tenfitness,FAIL(3221226091)
com.hainofit.health,FAIL(3221226091)
com.WahooFitness.SYSTM,FAIL(3221226091)
com.innovatise.justfit,FAIL(3221226091)
app.mfit.personal,FAIL(3221226091)
com.mobifitness.nsfit104363,FAIL(3221226091)
com.ramonmorcillo.fitbot01,FAIL(3221226091)
com.forfit.mymediterranean,FAIL(3221226091)
com.netpulse.mobile.dallascowboysfitness,FAIL(3221226091)
com.justfit.ymove.affitlife,FAIL(3221226091)
home.fitness.challenge,FAIL(3221226091)
fit.remotecoach.fitin,FAIL(3221226091)
com.johnsonfitness.fitdisplay2,FAIL(3221226091)
com.squats.fittr,FAIL(3221226091)
digifit.android.virtuagym.pro.ymcapeninsulademo,FAIL(3221226091)
app.f4square.fitness,FAIL(3221226091)
ie.zappy.fennec.barbellqueenfitness,FAIL(3221226091)
digifit.android.virtuagym.pro.levelupgym,FAIL(3221226091)
digifit.android.virtuagym.pro.sparksport22,FAIL(3221226091)
app.fit.meet,FAIL(3221226091)
com.trainerize.fitlov,FAIL(3221226091)
digifit.android.virtuagym.pro.fisic,FAIL(3221226091)
digifit.android.virtuagym.pro.bigbootyclub,FAIL(3221226091)
com.crrepa.band.havefit,FAIL(3221226091)
com.netpulse.mobile.morefitness,FAIL(3221226091)
digifit.android.virtuagym.pro.californiagymsuperclub,FAIL(3221226091)
appnativo.navysportcenter.fitcoapp.net,FAIL(3221226091)
com.mc.amazfit1,FAIL(3221226091)
com.mypthub.colourfit,FAIL(3221226091)
com.pubu.dafit,FAIL(3221226091)
com.trainerize.dashfitness,FAIL(3221226091)
com.independence284.badassbodyfitnessx,FAIL(3221226091)
com.hitec.fitness,FAIL(3221226091)
eu.fitric.pregnancyworkout,FAIL(3221226091)
uk.co.fitness4less.app,FAIL(3221226091)
com.hadestech.fitday,FAIL(3221226091)
com.trainerize.fitness19bergenfield,FAIL(3221226091)
com.zewa.fit.pro,FAIL(3221226091)
com.dotfit.dotfitweb,FAIL(3221226091)
com.inova.kea.inovafit,FAIL(3221226091)
com.gymshark.fitness,FAIL(3221226091)
fit.mude.app,FAIL(3221226091)
fit.cure.android,FAIL(3221226091)
com.netpulse.mobile.fitnessproject,FAIL(3221226091)
digifit.android.virtuagym.pro.leisureunitedsuperclub,FAIL(3221226091)
digifit.android.virtuagym.pro.everlast,FAIL(3221226091)
digifit.android.virtuagym.pro.yababethfit,FAIL(3221226091)
rs.abstract.fitpass,FAIL(3221226091)
com.cognifit.app,FAIL(3221226091)
com.vulsen.popfit,FAIL(3221226091)
digifit.android.virtuagym.pro.strongfitnesswinfield,FAIL(3221226091)
digifit.android.virtuagym.pro.healthyvitabybv,FAIL(3221226091)
com.netpulse.mobile.bodyplexfamilyfitness,FAIL(3221226091)
com.onefitstop.atora,FAIL(3221226091)
com.trainerize.yetifit,FAIL(3221226091)
app.EnForma.fitcoapp.net,FAIL(3221226091)
com.fitnow.challenges,FAIL(3221226091)
com.fitifyapps.bwstretching,FAIL(3221226091)
com.mattdoesfitness.morsia,FAIL(3221226091)
fit.hplus.hplusfit,FAIL(3221226091)
com.future.FitYou,FAIL(3221226091)
com.fitlog.fitlog,FAIL(3221226091)
verv.health.fitness.workout.weight.loss,FAIL(3221226091)
com.fitplanapp.fitplan,FAIL(3221226091)
com.mobifitness.bettadance342273,FAIL(3221226091)
com.qingniu.megafit,FAIL(3221226091)
eu.fitric.hourglass,FAIL(3221226091)
com.vivefit,FAIL(3221226091)
digifit.android.virtuagym.pro.puurpersonaltraining,FAIL(3221226091)
club.nfit,FAIL(3221226091)
com.trainerize.idahofitnessfactory,FAIL(3221226091)
com.mysports.branded.mcfit,FAIL(3221226091)
com.btfit,FAIL(3221226091)
com.perfectgym.perfectgymgo2.wellfitness,FAIL(3221226091)
com.eztech.fitness,FAIL(3221226091)
com.fitzeee.menworkout,FAIL(3221226091)
br.com.personalfitapp,FAIL(3221226091)
es.dreamfit.app,FAIL(3221226091)
com.vgfit.shefit,FAIL(3221226091)
com.itrack.xfit,FAIL(3221226091)
rebel.fitness,FAIL(3221226091)
de.fitplusint,FAIL(3221226091)
com.bejaofit.app,FAIL(3221226091)
com.chloeting.fitness,FAIL(3221226091)
com.app.cy.GsFiten,FAIL(3221226091)
com.perfectgym.perfectgymgo2.fitness247latinamerica,FAIL(3221226091)
br.com.w12.heyfit,OK
fitness.ddx.ddx_fitness,OK
tarlin.fitness.loseweight.belly.fem,nan
pl.fit.world,nan
com.techbull.fitolympia,nan
com.vgfit.gofitness,nan
com.fitnesses.fitticoin,nan
com.fiteniummobile,nan
com.tony.hifitpro,nan
com.marsathletic.android.macfit.app,nan
com.nordlane.app_fitclubfinland_fi,nan
com.joshua.hasfit,nan
com.fitifyworkouts.bodyweight.workoutapp,nan
com.megasys.profit,nan
br.com.w12.redfit,nan
com.kompanion.fitness.android,nan
club.skllzz.fitness,nan
com.fitnessapps.yogakidsworkouts,nan
com.onefitstop.bodyfittraining,nan
com.workout.fitness.exercise.loseweight.gymworkout,nan
com.fitnessmobileapps.f45training,nan
com.steppi.steppifitness,nan
br.com.fitastic.appaluno,nan
com.brooklynfitzone.app,nan
com.anytimefitness.anytimeworkouts,nan
com.myfitnesscoach,nan
com.fitnesspassport.androidapp,nan
com.fitze,nan
com.fitzeee.fitzeeerun,nan
com.innovatise.fitnesstimeleejam,nan
com.yomaster.workout.fitness.yoga.yogaworkout,nan
com.actofitSmartScale,nan
com.fitnessanny,nan
fitness.app.women.female.workout,nan
com.bpfit.bloodpressure.health,nan
org.fitrunner,nan
com.womenfitness.workoutbuddy.mea,nan
fit.trainiac.android.client,nan
scope.fitnessfirstmena,nan
fit.ketoindia.ketoindia,nan
com.yc.gtfit,nan
pedometer.stepcounter.fitnessapp.stepstracker,nan
rs.nonstopfitness,nan
me.cofit.ironman,nan
com.growfitter.fitkit,nan
com.mga.fitty,nan
com.onelap.fitness,nan
com.noisefit.focus,nan
com.fitwhey.app,nan
de.upmcmobile.fitnessraum,nan
com.earthjumper.myhomefit,nan
com.huawo.hawofit,nan
com.mcsaatchi.gmfit,nan
com.evolutionwellness.app.celebrityfitness,nan
com.fitness.homeworkout.fullbodyworkout.gymworkout,nan
com.fitonomy.health.fitness,nan
com.apep.fitapp,nan
br.com.mufitness.station.aluno,nan
com.dailyyoga.fitness.workout,nan
com.fitness.stepcounter.pedometer,nan
com.evolutionwellness.app.fitnessfirst,nan
com.qualitrain.fitness,nan
fit.cult.android,nan
com.rootberz.thirtydayfitchallenges,nan
com.fitapp.timerwodapp,nan
com.huawo.ufit,nan
jp.joyfit.joyfitappandroid,nan
com.zsmart.zmoofit,nan
fit.withu.flutter.withu,nan
com.healthfitnessnordic.gxbooking,nan
com.fitelo.android,nan
com.riversongfit.epoch,nan
com.zelpasfitnesswraps.getabiggerbootyin7minutesbuttocksworkoutathome,nan
senior.fitness.exercises.elderly,nan
com.cs.booty.fit.buttocks.workout,nan
com.sai.fitIndia,nan
com.aukey.fit.pro,nan
homeworkoutapp.homeworkout.fitness.workout.loseweight,nan
com.shapehq.fitnessworld,nan
today.upfit,nan
com.proyecto.easyfitmx,nan
com.proyecto.fit.tgcustom,nan
com.proyecto.fitup.tgcustom,nan
net.peater.fitlovers,nan
com.proyecto.beonefitnesssport.tgcustom,nan
com.health.bloodsugar.healthly.fit,nan
com.madarsoft.fitness,nan
com.fitnessmobileapps.orangetheoryfitness,nan
com.jawline.exercises.fitness,nan
com.maitu.maitufit,nan
it.tripix.buddyfit,nan
br.com.w12.skyfitapp,nan
com.netpulse.mobile.cleverfiteu,nan
com.alex.crockfit,nan
org.eson.getfit3,nan
com.alphapod.fitsifu.jordanyeoh,nan
com.lifetrons.lifetrons.app.fitness,nan
com.fittech.fasting.tracker,nan
kr.co.everyfit.fitness,nan
com.zeofit.like,nan
com.fitness.mybodymass.bmicalculator,nan
com.transformfitness,nan
com.body.fitness.gymworkout.hiit.bodybuilding.mobile.trainer,nan
com.fitness24seven.app,nan
com.reset.reset_fitness,nan
de.myfitcoach.tim.mfc,nan
com.canyon.fit,nan
homeworkout.fitness.app,nan
it.evolutionfit.evolutionfit.club,nan
com.user.livefitt,nan
com.fitmind,nan
fitness.fitprosport,nan
com.yc.gloryfitpro,nan
com.zjw.xwfit,nan
com.step.walking.fit,nan
com.lianhezhuli.hyfit,nan
com.fitworkout.lossweight.homeworkout.fitnessapp,nan
com.women.work.out.fit,nan
com.jp.fitness.biceps.exrcise,nan
com.o2fitt,nan
com.fitness.hiit.fat.burning.workout.jian032aplus,nan
com.workout.women.hiit.female.fitness.jian062lite,nan
com.fitlab.spartan,nan
com.airofit_app,nan
com.undersunfitness,nan
com.cizotech.fit2flaunt,nan
com.mycloudfitness.mycloudfitness,nan
com.evlofitness,nan
com.kannergroup.fitnessculture,nan
com.highfitnesslive,nan
com.fitness22.meditation,nan
kr.fitt.fmes,nan
com.fixfit_fitness.twa,nan
com.arketa.jamiegfitness,nan
com.trainerize.grindafitness,nan
com.pushpress.punchkingfitnesssunset,nan
com.trainerize.outlawfitcamp,nan
com.groupnos.openfitapp,nan
com.marianatek.cbfit,nan
com.fitnessmobileapps.elevate35253,nan
com.trainerize.ufit12,nan
com.huaweiband9fitnessappadvice.kantundev,nan
